"Vuosi","Erityisavustus","Asian nimi","Hanke","kid","AvustuskokonaisuusKoodi","Kunta","Maakunta","Hakija","ToimiNimi","AviKoodi","Kieli","Myönnetty Avustus","KuvausTeksti","Toteutusalue","HankkeenSijaintikuntaTeksti","VaikutusalueKoodiTeksti","YhteistyotahotTeksti","KohdeRyhma","AsiaSana","TeemaKoodiTeksti","TiivistettyKuvausHankkeestaTeksti","HankkeenKohdistuminen.VarhaiskasvatusJaEsiopetusKytkin","HankkeenKohdistuminen.TyoikaisetAikuisetKytkin","HankkeenKohdistuminen.ElamankulkuKytkin","HankkeenKohdistuminen.MuuKohderyhmaKytkin","HankkeenKohdistuminen.KotouttavaLiikuntaKytkin","HankkeenKohdistuminen.IkaihmisetKytkin","HankkeenKohdistuminen.MuuLastenJaNuortenKohderyhmaKytkin","HankkeenKohdistuminen.SoveltuvaLiikuntaKytkin","HankkeenKohdistuminen.MuuKohderyhmaTeksti","Diaarinumero","KORG_ID","K_01_Kysely_ID","K_01_PAR_ID","Kysely status 2019","K_02_Yhteistiedot_Organisaation_nimi","K_02_Yhteistiedot_Työpajan_nimi","Ytunnus","K_47_valmentautuja_Nuoria_yht","K_47_valmentautuja_yhteensä_yht","K_43_Henk_htv_yhteensä_yht","K_43_Henk_no_yhteensä_yht","KerhotoimintaanOsallistuvatYhteensaLkm","PaivaleiritoimintaanOsallistuvatYhteensaLkm","KerhojenMaaraYhteensaLkm","PaivaleirienMaaraLkm","Liikuntapaikkatyyppi_LiikuntahalliKytkin","Liikuntapaikkatyyppi_UlkoPalloYleisurheilukenttaKytkin","Liikuntapaikkatyyppi_MuuliikuntapaikkaKytkin","Liikuntapaikkatyyppi_MuuliikuntapaikkaTeksti","Liikuntapaikkatyyppi_JaahalliKytkin","Liikuntapaikkatyyppi_LahiliikuntapaikkaKytkin","Liikuntapaikkatyyppi_RantauimalaVenesatamaKytkin","Liikuntapaikkatyyppi_KuntorataValaistuLatuUlkoilureittiKytkin","Liikuntapaikkatyyppi_UimahalliKytkin","Liikuntapaikkatyyppi_LaskettelurinneHyppyrimakiKytkin","Koulut_LukiotLkm","Oppilaat_Lukiot_YhteensaLkm","Koulut_AmmatillisetOppilaitoksetLkm","Oppilaat_AmmatillisetOppilaitokset_YhteensaLkm"
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1387","Digiaikaa etsimässä",8232,"KiVa","Lapinlahti","Pohjois-Savo","Lapinlahden kunnankirjasto","Lapinlahti",1024,"suomi",10000,,,"Lapinlahti","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1401","Yhdessä oppimaan - kirjastonkäytön opetus uusiksi",7755,"KiVa","Iisalmi","Pohjois-Savo","Iisalmen kaupunginkirjasto","Iisalmi",1024,"suomi",18000,,,"Iisalmi","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1407","Seniorit tietoyhteiskunnassa",7788,"KiVa","Sysmä","Päijät-Häme","Sysmän kunnankirjasto","Sysmä",1023,"suomi",3000,,,"Sysmä","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1416","Connecting people (in the library)! ",7996,"KiVa","Vantaa","Uusimaa","Vantaan kaupunginkirjasto","Vantaa",1023,"suomi",38000,,,"Vantaa","valtakunnallinen",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1420","HTC Vive - koe tulevaisuus kirjastossa Live",7939,"KiVa","Porvoo","Uusimaa","Porvoon kaupunginkirjasto Uudenmaan maakuntakirjasto, Kevätkummun kirjasto","Porvoo",1023,"suomi",5000,,,"Porvoo","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1421","Kaikkien kulttuurien kirjasto",8073,"KiVa","Lapinjärvi","Uusimaa","Lapinjärven kirjasto","Lapinjärvi",1023,"suomi",7000,,,"Lapinjärvi","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1425","Kirjastosta pakolaislasten ja -nuorten kotoutumisen mahdollistaja",7815,"KiVa","Espoo","Uusimaa","Espoon kaupunginkirjasto","Espoo",1023,"suomi",64800,,,"Espoo","maakunta",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1426","Kirjoita! Kirjoitustyöpajat ja e-lehti",7700,"KiVa","Espoo","Uusimaa","Espoon kaupunginkirjasto","Espoo",1023,"suomi",9000,,,"Espoo","valtakunnallinen",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1435","Opetus hyppää mobiiliin - kirjasto-opetuksen toteuttaminen mobiiliteknologialla",8156,"KiVa","Tuusula","Uusimaa","Tuusulan kunnankirjasto","Tuusula",1023,"suomi",9000,,,"Tuusula","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1438","Puhu minulle -bussi. Rasisimista dialogiin, ennakkoluuloista vuoropuheluun",7688,"KiVa","Espoo","Uusimaa","Espoon kaupunginkirjasto/ Kirjastoauto","Espoo",1023,"suomi",10000,,,"Espoo","kunnan- tai kaupunginosat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1441","Suomi läpi vuosien -tapahtumasarja Espoon kirjastoissa",7793,"KiVa","Espoo","Uusimaa","Espoon kaupunginkirjasto","Espoo",1023,"suomi",5000,,,"Espoo","kunnan- tai kaupunginosat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1443","Tikusta asiaa - kirjastosta kunnan innovaatiopääkonttori",8095,"KiVa","Myrskylä","Uusimaa","Myrskylän kirjasto","Myrskylä",1023,"suomi",4000,,,"Myrskylä","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1449","Flooraa ja faunaa - ajatuksia ja unelmia kotipihasta ja puutarhasta",7791,"KiVa","Naantali","Varsinais-Suomi","Naantalin kaupunginkirjasto","Naantali",1026,"suomi",4500,,,"Naantali","kunnan- tai kaupunginosat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1455","Liedon koulukirjastojen kehittämishanke",7758,"KiVa","Lieto","Varsinais-Suomi","Liedon kirjasto","Lieto",1026,"suomi",17000,,,"Lieto","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1458","Pyhärantaan uusi palvelu – kirjastosta moderniksi informaatiopalvelukeskukseksi",6330,"KiVa","Pyhäranta","Varsinais-Suomi","Pyhärannan kirjasto","Pyhäranta",1026,"suomi",20000,,,"Pyhäranta","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1461","Sosiaaliset kuplat puhki",7722,"KiVa","Somero","Varsinais-Suomi","Someron kaupunginkirjasto","Somero",1026,"suomi",3500,,,"Somero","kunnat",,,,"Kirjasto oppimisympäristönä ja yhteisöllisenä toimijana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1241","Utveckling av Fredrika-nätverket 2017-2018",7624,"KiVa","Närpiö","Pohjanmaa","Stadsbiblioteket i Närpes","Närpiö",1027,"ruotsi",35000,,,"Närpiö","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1243","Konsten att göra läsare",7678,"KiVa","Raasepori","Uusimaa","Raseborgs stadsbibliotek","Raasepori",1023,"ruotsi",6000,,,"Raasepori","seutukunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1244","Meröppet filialbibliotek",1098,"KiVa","Raasepori","Uusimaa","Raseborgs stadsbibliotek","Raasepori",1023,"ruotsi",4000,,,"Raasepori","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1247","Vårt bibliotek för alla",6251,"KiVa","Kemiönsaari","Varsinais-Suomi","Kimitoöns kommunbibliotek","Kemiönsaari",1026,"ruotsi",11000,,,"Kemiönsaari","seutukunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1254","Aukioloajat laajemmiksi : Ähtärin omatoimikirjasto",478,"KiVa","Ähtäri","Etelä-Pohjanmaa","Ähtärin kaupunginkirjasto","Ähtäri",1027,"suomi",20000,,,"Ähtäri","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1255","Avoin Apila-verstas",704,"KiVa","Seinäjoki","Etelä-Pohjanmaa","Seinäjoen kaupunginkirjasto-maakuntakirjasto","Seinäjoki",1027,"suomi",22000,,,"Seinäjoki","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1258","Ittellisille itsepalvelua : Ilmajoen omatoimikirjasto",6208,"KiVa","Ilmajoki","Etelä-Pohjanmaa","Ilmajoen kunnankirjasto","Ilmajoki",1027,"suomi",20000,,,"Ilmajoki","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1260","Kirjaston tavoin juhlaa yhdessä",1961,"KiVa","Kauhajoki","Etelä-Pohjanmaa","Kauhajoen kaupunginkirjasto","Kauhajoki",1027,"suomi",4200,,,"Kauhajoki","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1262","Lappajärven omatoimikirjasto",7854,"KiVa","Lappajärvi","Etelä-Pohjanmaa","Lappajärven kunnankirjasto","Lappajärvi",1027,"suomi",20000,,,"Lappajärvi","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1263","Lapuan kirjastot RFID-aikaan",7776,"KiVa","Lapua","Etelä-Pohjanmaa","Lapuan kaupunginkirjasto ","Lapua",1027,"suomi",20000,,,"Lapua","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1267","Omatoimikirjasto – kohtaamispaikka",7867,"KiVa","Evijärvi","Etelä-Pohjanmaa","Evijärven kunnankirjasto","Evijärvi",1027,"suomi",25000,,,"Evijärvi","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1268","Pääkirjaston palvelu paremmaksi",8110,"KiVa","Alavus","Etelä-Pohjanmaa","Alavuden kaupunginkirjasto","Alavus",1027,"suomi",7000,,,"Alavus","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1270","Soinin omatoimikirjasto",7760,"KiVa","Soini","Etelä-Pohjanmaa","Soinin kunta/ Soinin kunnankirjasto","Soini",1027,"suomi",20000,,,"Soini","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1277","Kyläilevä kirjasto - tärppejä, tekniikkaa, tarjouksia",8160,"KiVa","Rantasalmi","Etelä-Savo","Rantasalmen kirjasto","Rantasalmi",1024,"suomi",15000,,,"Rantasalmi","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1279","Omatoimikirjasto Heinävedellä",7867,"KiVa","Heinävesi","Etelä-Savo","Heinäveden kunnankirjasto","Heinävesi",1024,"suomi",5400,,,"Heinävesi","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1281","Sanataidetta ja hyvinvointia kirjastosta",7827,"KiVa","Kangasniemi","Etelä-Savo","Kangasniemen kunnankirjasto","Kangasniemi",1024,"suomi",8000,,,"Kangasniemi","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1282","Tehoa palveluprosesseihin asiakaslähtöisesti",7324,"KiVa","Savonlinna","Etelä-Savo","Savonlinnan kaupunginkirjasto","Savonlinna",1024,"suomi",20000,,,"Savonlinna","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1285","Omatoimikirjastoja Kainuun kuntiin",2609,"KiVa","Suomussalmi","Kainuu","Suomussalmen kunnankirjasto","Suomussalmi",1025,"suomi",100000,,,"Suomussalmi","maakunta",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1293","Kokkolan pääkirjaston lehtisali omatoimitilaksi",8019,"KiVa","Kokkola","Keski-Pohjanmaa","Kokkolan kaupunginkirjasto-maakuntakirjasto","Kokkola",1027,"suomi",10000,,,"Kokkola","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1300","Kirjastosta elämysten ja tiedon juhlatila",7968,"KiVa","Jämsä","Keski-Suomi","Jämsän kaupunginkirjasto","Jämsä",1027,"suomi",2000,,,"Jämsä","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1308","Saavutettavuuden parantaminen Keski-kirjastoissa",8058,"KiVa","Jyväskylä","Keski-Suomi","Jyväskylän kaupunginkirjasto - Keski-Suomen maakuntakirjasto","Jyväskylä",1027,"suomi",30000,,,"Jyväskylä","maakunta",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1313","Tämän päivän nuori maahanmuuttaja on huomisen suomalainen",7081,"KiVa","Kotka","Kymenlaakso","Kotkan kaupunginkirjasto","Kotka",1023,"suomi",6000,,,"Kotka","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1319","Kirjat kothin asti - kirjaston kotipalvelu käyntiin Tervolassa",7975,"KiVa","Tervola","Lappi","Tervolan kunnankirjasto","Tervola",1028,"suomi",7000,,,"Tervola","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1322","Kulttuuria kylille, kirjastopalveluita seutukunnalle",8084,"KiVa","Tornio","Lappi","Tornion kaupunginkirjasto","Tornio",1028,"suomi",12800,,,"Tornio","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1325","Palvelukonsepti kuntoon",8080,"KiVa","Tornio","Lappi","Tornion kaupunginkirjasto","Tornio",1028,"suomi",6000,,,"Tornio","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1332","Elämyksiä parkanolaisille!",7734,"KiVa","Parkano","Pirkanmaa","Parkanon kaupunginkirjasto","Parkano",1027,"suomi",6000,,,"Parkano","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1336","Kellutus ja pienen kirjaston kokoelmaperiaatteiden uudistus",7889,"KiVa","Pirkkala","Pirkanmaa","Pirkkalan kunnankirjasto","Pirkkala",1027,"suomi",9000,,,"Pirkkala","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1342","Lukutaitoa leikiten: lasten kirjastopalveluiden kehittämistä Kangasalla",7709,"KiVa","Kangasala","Pirkanmaa","Kangasalan kaupunginkirjasto","Kangasala",1027,"suomi",12000,,,"Kangasala","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1343","Meidän kirjasto! - kohtaamisia ja elämyksiä ",8255,"KiVa","Vesilahti","Pirkanmaa","Vesilahden kirjasto","Vesilahti",1027,"suomi",5000,,,"Vesilahti","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1344","Metso LIVE -konseptin kehittäminen",8118,"KiVa","Tampere","Pirkanmaa","Tampereen kaupunginkirjasto","Tampere",1027,"suomi",10000,,,"Tampere","kansainvälinen",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1345","Sastamalan kirjaston senioripalvelujen uudistaminen",8144,"KiVa","Sastamala","Pirkanmaa","Sastamalan kaupunginkirjasto","Sastamala",1027,"suomi",15000,,,"Sastamala","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1348","Tehokkaalla automatisoinnilla aikaa varsinaiseen kirjastotyöhön",7926,"KiVa","Ylöjärvi","Pirkanmaa","Ylöjärven kaupunginkirjasto","Ylöjärvi",1027,"suomi",20000,,,"Ylöjärvi","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1350","Extreme makeover: Library Edition – uusi kirjastopalvelu 2030 ",1767,"KiVa","Vaasa","Pohjanmaa","Vaasan kaupunginkirjasto-maakuntakirjasto","Vaasa",1027,"suomi",10000,,,"Vaasa","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1351","h#g - Nuorten kanssa suurella sydämellä",8071,"KiVa","Vaasa","Pohjanmaa","Vaasan kaupunginkirjasto-maakuntakirjasto","Vaasa",1027,"suomi",20000,,,"Vaasa","maakunta",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1352","Kirjastosta kolmanteen ulottuvuuteen",7394,"KiVa","Vaasa","Pohjanmaa","Vaasan kaupunginkirjasto-maakuntakirjasto","Vaasa",1027,"suomi",17000,,,"Vaasa","maakunta",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1357","Älykäs varausjono",7671,"KiVa","Joensuu","Pohjois-Karjala","Joensuun seutukirjasto","Joensuu",1024,"suomi",34000,,,"Joensuu","ylimaakunnallinen",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1362","Kohti uutta kirjastoa",7754,"KiVa","Joensuu","Pohjois-Karjala","Joensuun seutukirjasto","Joensuu",1024,"suomi",18000,,,"Joensuu","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1364","Liikuntavinkkaus -nuoret mukaan kirjaston kehittämiseen",7758,"KiVa","Juuka","Pohjois-Karjala","Juuan kunnankirjasto","Juuka",1024,"suomi",2000,,,"Juuka","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1370","ABC-kirjasta e-kirjaan",7965,"KiVa","Ylivieska","Pohjois-Pohjanmaa","Ylivieskan kaupunginkirjasto","Ylivieska",1025,"suomi",14000,,,"Ylivieska","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1371","Asiakkaiden odotukset kirjastopalveluista",7840,"KiVa","Oulu","Pohjois-Pohjanmaa","Oulun kaupunginkirjasto-maakuntakirjasto","Oulu",1025,"suomi",28000,,,"Oulu","maakunta",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1377","Kirjastoautolla tulevaisuuteen - vai ei?",7962,"KiVa","Sievi","Pohjois-Pohjanmaa","Sievin kunnankirjasto","Sievi",1025,"suomi",8000,,,"Sievi","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1378","Koululaisten kirjastopoloku - peruskoululaisten kirjastokasvatussuunnitelma Kirikirjastojen alueelle",7712,"KiVa","Haapajärvi","Pohjois-Pohjanmaa","Haapajärven kirjasto (kirikirjastot)","Haapajärvi",1025,"suomi",28000,,,"Haapajärvi","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1379","Kuhinaa kirjastoon!",7902,"KiVa","Utajärvi","Pohjois-Pohjanmaa","Utajärven kirjasto","Utajärvi",1025,"suomi",3400,,,"Utajärvi","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1385","Ulos kirjastosta – pop-up-tapahtumia kirjastopalvelujen markkinoimiseksi ja lukutaitojen edistämiseksi",1377,"KiVa","Kalajoki","Pohjois-Pohjanmaa","Kalajoen kaupunginkirjasto","Kalajoki",1025,"suomi",6000,,,"Kalajoki","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1386","Viides tila – kirjastopalvelut virtuaaliympäristöissä",7752,"KiVa","Oulu","Pohjois-Pohjanmaa","Oulun kaupunginkirjasto-maakuntakirjasto","Oulu",1025,"suomi",51500,,,"Oulu","maakunta",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1389","Kirjasto lähipalvelukeskuksen ytimessä",7859,"KiVa","Kuopio","Pohjois-Savo","Kuopion kaupunginkirjasto - Pohjois-Savon maakuntakirjasto","Kuopio",1024,"suomi",18000,,,"Kuopio","kunnan- tai kaupunginosat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1390","Kirjaston kotipalvelu käyntiin Leppävirralla",7864,"KiVa","Leppävirta","Pohjois-Savo","Leppävirran kunnankirjasto","Leppävirta",1024,"suomi",6000,,,"Leppävirta","kunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Normaaliavustus","Valtionavustukset kirjastoille vanha1394","Me ollaan Rutakko - käytänteiden yhtenäistäminen Rutakko-kirjastoverkossa",7756,"KiVa","Iisalmi","Pohjois-Savo","Iisalmen kaupunginkirjasto","Iisalmi",1024,"suomi",15000,,,"Iisalmi","seutukunnat",,,,"Palvelujen kehittäminen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
