ProjectCode,ProjectTitle,ActionTypeDescription,ActionType,CallYear,PIC,Accreditation Type,NameInLatinCharacterSet,OrganisationType,City,CountryRegionDescription,DurationInMonths,ProjectStartDate,ProjectEndDate,Initial awarded grant(IAG),Topic Code,Topic Name,Horizontal Priority Name
2021-1-FI01-KA122-ADU-000018192,Kestävyyskoulutusta halki Euroopan,Short-term projects for mobility of leaners and staff in adult education,KA122-ADU,2021,E10001261,,Suomen ympäristöopisto SYKLI Oy,Small and medium sized enterprise,Riihimäki,Kanta-Häme,18,10/14/2021,4/13/2023,"26 645,00 €",TOPIC-13,Environment and climate change,#PUUTTUU
2021-1-FI01-KA121-VET-000035873,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10194775,,"Pohjois-Karjalan koulutuskuntayhtymä, Riveria",School/Institute/Educational centre – Vocational Training (secondary level),Joensuu,Pohjois-Karjala,15,09.01.21,11/30/2022,"215 796,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000012631,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10163600,,Länsirannikon koulutus Oy,School/Institute/Educational centre – Vocational Training (secondary level),Rauma,Satakunta,15,09.01.21,11/30/2022,"145 081,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000010372,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10197395,,Raision seudun koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Raisio,Varsinais-Suomi,15,09.01.21,11/30/2022,"115 770,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000010260,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10171962,,Seinäjoen koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Seinäjoki,Etelä-Pohjanmaa,15,09.01.21,11/30/2022,"145 120,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000010040,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10037790,,Jyväskylän koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Jyväskylä,Keski-Suomi,15,09.01.21,11/30/2022,"405 339,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000009181,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10049902,,Hevosopisto Oy - Ypäjä Equine College Ltd,Small and medium sized enterprise,Ypäjä,Kanta-Häme,15,09.01.21,11/30/2022,"164 950,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000008929,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10287019,,Kouvolan Ammattiopisto Oy,School/Institute/Educational centre – Vocational Training (secondary level),Kouvola,Kymenlaakso,15,09.01.21,11/30/2022,"198 260,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000008816,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10198698,,Keski-Pohjanmaan koulutusyhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Kokkola,Keski-Pohjanmaa,15,09.01.21,11/30/2022,"119 120,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000008540,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10140911,,Suomen Urheiluopiston kannatusosakeyhtiö Oy,School/Institute/Educational centre – Vocational Training (secondary level),Heinola,Päijät-Häme,15,09.01.21,11/30/2022,"116 060,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000008486,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10151409,,Live-säätiö sr,School/Institute/Educational centre – Vocational Training (secondary level),Espoo,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"91 156,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000008373,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10237719,,AEL-AMIEDU OY,School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"205 690,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000007681,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10114263,,Allianssin kehittämispalvelut oy,Small and medium sized enterprise,Helsinki,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"158 760,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000007518,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10209196,,Työtehoseura ry,School/Institute/Educational centre – Vocational Training (secondary level),Nurmijärvi,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"20 764,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000007448,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10206616,,Ylä-Savo Municipal Federation of Education,School/Institute/Educational centre – Vocational Training (secondary level),Iisalmi,Pohjois-Savo,15,09.01.21,11/30/2022,"75 200,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000007428,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10206303,,Äänekosken ammatillisen koulutuksen kuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Äänekoski,Keski-Suomi,15,09.01.21,11/30/2022,"25 655,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000007241,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10027770,,Hyria koulutus Oy,School/Institute/Educational centre – Vocational Training (secondary level),Hyvinkää,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"47 895,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000006746,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10201873,,Koulutuskuntayhtymä Brahe,School/Institute/Educational centre – Vocational Training (secondary level),Raahe,Pohjois-Pohjanmaa,15,09.01.21,11/30/2022,"176 410,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000006709,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10197748,,Axxell Utbildning AB,School/Institute/Educational centre – Vocational Training (secondary level),Raasepori,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"186 790,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000006186,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10188993,,Kainuun ammattiopisto,School/Institute/Educational centre – Vocational Training (secondary level),Kajaani,Kainuu,15,09.01.21,11/30/2022,"109 225,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000005989,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10090001,,Koulutuskuntayhtymä Tavastia,School/Institute/Educational centre – Vocational Training (secondary level),Hämeenlinna,Kanta-Häme,15,09.01.21,11/30/2022,"23 870,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000005962,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10043998,,Kotkan-Haminan seudun koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Kotka,Kymenlaakso,15,09.01.21,11/30/2022,"135 085,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000005949,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10181059,,SASKY koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Sastamala,Pirkanmaa,15,09.01.21,11/30/2022,"163 178,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000005935,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10034089,,Ahlmanin koulun säätiö,School/Institute/Educational centre – Vocational Training (secondary level),Tampere,Pirkanmaa,15,09.01.21,11/30/2022,"128 549,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000005894,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10154163,,"Hengitysliitto ry, Ammattiopisto Luovi",School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"144 808,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000005885,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10168191,,Keski-Uudenmaan koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Järvenpää,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"283 319,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000005646,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10003556,,Savon koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Kuopio,Pohjois-Savo,15,09.01.21,11/30/2022,"155 622,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000005623,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10091696,,Mercuria kauppaoppilaitos Oy,School/Institute/Educational centre – Vocational Training (secondary level),Vantaa,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"196 263,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000005508,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10097528,,The Federation of Swedish Ostrobothnia for Education and Culture -YA - Vocational College of Ostrobothnia,School/Institute/Educational centre – Vocational Training (secondary level),Vaasa,Pohjanmaa,15,09.01.21,11/30/2022,"55 036,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000005268,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10181109,,Svenska Framtidsskolan i Helsingforsregionen Ab,School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"14 150,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000005227,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10112738,,Kisakalliosäätiö,School/Institute/Educational centre – Vocational Training (secondary level),Lohja,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"40 500,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000005221,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10031593,,Etelä-Savon Koulutus Oy,School/Institute/Educational centre – Vocational Training (secondary level),Mikkeli,Etelä-Savo,15,09.01.21,11/30/2022,"21 468,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000005018,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10197637,,Varalan säätiö sr,School/Institute/Educational centre – Vocational Training (secondary level),Tampere,Pirkanmaa,15,09.01.21,11/30/2022,"56 195,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000005000,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10143750,,Rovaniemen koulutuskuntayhtymä REDU,School/Institute/Educational centre – Vocational Training (secondary level),Rovaniemi,Lappi,15,09.01.21,11/30/2022,"68 725,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000004803,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10206036,,TAMPEREEN KAUPUNKI,School/Institute/Educational centre – Vocational Training (secondary level),Tampere,Pirkanmaa,15,09.01.21,11/30/2022,"222 760,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000004758,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10018665,,SATAKUNNAN KOULUTUSKUNTAYHTYMÄ,School/Institute/Educational centre – Vocational Training (secondary level),Kokemäki,Satakunta,15,09.01.21,11/30/2022,"181 111,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000004711,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10129575,,Koulutuskuntayhtymä OSAO,School/Institute/Educational centre – Vocational Training (secondary level),Oulu,Pohjois-Pohjanmaa,15,09.01.21,11/30/2022,"10 510,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000004537,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10197622,,"Kemi-Torniolaakson koulutuskuntayhtymä Lappia, Ammattiopisto Lappia",School/Institute/Educational centre – Vocational Training (secondary level),Tornio,Lappi,15,09.01.21,11/30/2022,"120 169,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000004273,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10159172,,Suomen Diakoniaopisto SDO Oy,School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"55 750,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000004235,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10146602,,Kirkkopalvelut ry,School/Institute/Educational centre – Vocational Training (secondary level),Järvenpää,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"96 430,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000004161,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10170562,,Salpaus Further Education Regional Consortium,School/Institute/Educational centre – Vocational Training (secondary level),Lahti,Päijät-Häme,15,09.01.21,11/30/2022,"198 216,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000003999,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10173599,,Jokilaaksojen koulutuskuntayhtymä,School/Institute/Educational centre – Vocational Training (secondary level),Nivala,Pohjois-Pohjanmaa,15,09.01.21,11/30/2022,"220 141,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-VET-000003989,,Accredited projects for mobility of learners and staff in vocational education and training,KA121-VET,2021,E10173834,,Perho Liiketalousopisto Oy,School/Institute/Educational centre – Vocational Training (secondary level),Helsinki,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"217 749,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000030481,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10143862,,Turun kaupunki - Åbo stad,Local Public body,Turku,Varsinais-Suomi,15,09.01.21,11/30/2022,"407 164,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000021112,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10171892,,"Kannaksen lukio, Lahden kaupunki",School/Institute/Educational centre – General education (secondary level),Lahti,Päijät-Häme,15,09.01.21,11/30/2022,"73 089,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000018702,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10193744,,Salon lukio,School/Institute/Educational centre – General education (secondary level),Salo,Varsinais-Suomi,15,09.01.21,11/30/2022,"55 060,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000018467,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10149504,,Kuulammen koulu,School/Institute/Educational centre – General education (basic education),Tyrnävä,Pohjois-Pohjanmaa,15,09.01.21,11/30/2022,"36 005,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000012616,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10104906,,"Kulosaaren yhteiskoulu, Kulosaaren yhteiskoulun Oy",School/Institute/Educational centre – General education (secondary level),Helsinki,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"38 390,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000012593,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10047942,,Forssan yhteislyseo,School/Institute/Educational centre – General education (secondary level),Forssa,Kanta-Häme,15,09.01.21,11/30/2022,"61 011,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000011768,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10211925,,Ylivieskan kaupunki,Local Public body,Ylivieska,Pohjois-Pohjanmaa,15,09.01.21,11/30/2022,"21 172,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000011542,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10261542,,Oriveden kaupunki,Local Public body,Orivesi,Pirkanmaa,15,09.01.21,11/30/2022,"159 164,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000011140,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10037790,,Jyväskylän koulutuskuntayhtymä,School/Institute/Educational centre – General education (secondary level),Jyväskylä,Keski-Suomi,15,09.01.21,11/30/2022,"116 822,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000010980,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10109711,,Sotungin lukio ja etälukio,School/Institute/Educational centre – General education (secondary level),Vantaa,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"86 955,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000010700,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10001963,,Leppävaaran lukio,School/Institute/Educational centre – General education (secondary level),Espoo,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"19 144,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000010690,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10074392,,"Seinäjoen kaupunki, Sivistyskeskus",Public Local body,Seinäjoki,Etelä-Pohjanmaa,15,09.01.21,11/30/2022,"174 774,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000010116,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10176447,,Lovisa Gymnasium,School/Institute/Educational centre – General education (secondary level),Loviisa,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"2 754,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000010023,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10017693,,Tiernan koulu,School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,15,09.01.21,11/30/2022,"33 300,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000009873,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10195378,,Petäjäveden lukio,School/Institute/Educational centre – General education (secondary level),Petäjävesi,Keski-Suomi,15,09.01.21,11/30/2022,"42 313,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000009681,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10245015,,Mynämäen lukio,School/Institute/Educational centre – General education (secondary level),Mynämäki,Varsinais-Suomi,15,09.01.21,11/30/2022,"78 453,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000009666,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10259055,,Keravan lukio ,School/Institute/Educational centre – General education (secondary level),Kerava,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"32 742,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000009047,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10148224,,TAMPEREEN KORKEAKOULUSÄÄTIÖ SR,Higher education institution (tertiary level),Tampere,Pirkanmaa,15,09.01.21,11/30/2022,"23 750,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000008944,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10187421,,Nissnikun päiväkoti,School/Institute/Educational centre – General education (pre-primary level),Masala,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"11 416,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000008377,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10181059,,SASKY koulutuskuntayhtymä,School/Institute/Educational centre – General education (secondary level),Sastamala,Pirkanmaa,15,09.01.21,11/30/2022,"82 359,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000008090,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10017925,,Pyhäjoen lukio,School/Institute/Educational centre – General education (secondary level),Pyhäjoki,Pohjois-Pohjanmaa,15,09.01.21,11/30/2022,"33 487,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000008075,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10051216,,"Tampereen kaupunki, Tammerkosken lukio",School/Institute/Educational centre – General education (secondary level),Tampere,Pirkanmaa,15,09.01.21,11/30/2022,"82 247,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000008046,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10118144,,Novida- ammattiopisto ja lukio,School/Institute/Educational centre – General education (secondary level),Loimaa,Varsinais-Suomi,15,09.01.21,11/30/2022,"14 170,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000007846,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10160388,,Norra Korsholms Skola,School/Institute/Educational centre – General education (basic education),Mustasaari,Pohjanmaa,15,09.01.21,11/30/2022,"17 388,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000007632,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10066802,,Oulunkylän yhteiskoulu,School/Institute/Educational centre – General education (basic education),Helsinki,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"48 025,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000007194,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10070596,,Mikkelin lukio,School/Institute/Educational centre – General education (secondary level),Mikkeli,Etelä-Savo,15,09.01.21,11/30/2022,"25 299,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000006992,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10010219,,Porin lukio,School/Institute/Educational centre – General education (secondary level),Pori,Satakunta,15,09.01.21,11/30/2022,"51 504,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000006907,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10183138,,Joensuun yhteiskoulun lukio,School/Institute/Educational centre – General education (secondary level),Joensuu,Pohjois-Karjala,15,09.01.21,11/30/2022,"55 972,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000005905,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10263567,,Juuan kunta,Public Local body,Juuka,Pohjois-Karjala,15,09.01.21,11/30/2022,"64 346,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000005897,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10203659,,"Ålands gymnasium, Ålands lyceum",School/Institute/Educational centre – General education (secondary level),Maarianhamina,Ahvenanmaa,15,09.01.21,11/30/2022,"86 384,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000005875,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10126359,,Rastaalan koulu,School/Institute/Educational centre – General education (basic education),Espoo,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"9 111,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000005777,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10259181,,Otaniemen lukio,School/Institute/Educational centre – General education (secondary level),Espoo,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"44 840,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000005741,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10023656,,Hämeenkylän koulu,School/Institute/Educational centre – General education (basic education),Vantaa,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"12 552,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000005435,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10158784,,Myllylän koulu,School/Institute/Educational centre – General education (basic education),Orimattila,Päijät-Häme,15,09.01.21,11/30/2022,"22 861,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000005390,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10102365,,Ylä-Savon musiikkiopisto,Other,Iisalmi,Pohjois-Savo,15,09.01.21,11/30/2022,"19 904,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000005132,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10143569,,KALAJOEN KAUPUNKI,Public Local body,Kalajoki,Pohjois-Pohjanmaa,15,09.01.21,11/30/2022,"48 044,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000005124,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10054596,,Kimpisen lukio,School/Institute/Educational centre – General education (secondary level),Lappeenranta,Etelä-Karjala,15,09.01.21,11/30/2022,"69 714,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000004994,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10104347,,Juhani Ahon koulu,School/Institute/Educational centre – General education (basic education),Iisalmi,Pohjois-Savo,15,09.01.21,11/30/2022,"24 574,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000004639,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10188339,,Vaskivuoren lukio,School/Institute/Educational centre – General education (secondary level),Vantaa,Helsinki-Uusimaa,15,09.01.21,11/30/2022,"90 596,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA121-SCH-000004599,,Accredited projects for mobility of learners and staff in school education,KA121-SCH,2021,E10151860,,"Kaakkurin koulu, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,15,09.01.21,11/30/2022,"23 544,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
