ProjectCode,ProjectTitle,ActionTypeDescription,ActionType,CallYear,PIC,Accreditation Type,NameInLatinCharacterSet,OrganisationType,City,CountryRegionDescription,DurationInMonths,ProjectStartDate,ProjectEndDate,Initial awarded grant(IAG),Topic Code,Topic Name,Horizontal Priority Name
2021-1-FI01-KA152-YOU-000021034,Eco Generation,Mobility of young people,KA152-YOU,2021,E10137112,,Maunulan Spinni ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,6,08.01.21,1/31/2022,"14 982,00 €",TOPIC-13,Environment and climate change,#PUUTTUU
2021-1-FI01-KA152-YOU-000020934,Switch - Crossroads of Change,Mobility of young people,KA152-YOU,2021,E10164672,,Prometheus-leirin tuki ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,6,08.01.21,1/31/2022,"24 294,00 €",TOPIC-13,Environment and climate change,#PUUTTUU
2021-1-FI01-KA152-YOU-000020761,Green Joy,Mobility of young people,KA152-YOU,2021,E10181918,,Eräkamut ry,Non-governmental organisation/association,Kerava,Helsinki-Uusimaa,12,08.08.21,08.07.22,"34 825,00 €",TOPIC-13,Environment and climate change,#PUUTTUU
2021-1-FI01-KA152-YOU-000011852,Arms of Nature - Creating Safe Spaces,Mobility of young people,KA152-YOU,2021,E10188028,,Virtain kaupunki,Local Public body,Virrat,Pirkanmaa,14,08.01.21,9/30/2022,"30 831,00 €",TOPIC-13,Environment and climate change,#PUUTTUU
2021-1-FI01-KA152-YOU-000011575,You & I,Mobility of young people,KA152-YOU,2021,E10039238,,Nordisk Samorganisation för Ungdomsarbete rf,Non-governmental organisation/association,Kemiönsaari ,Varsinais-Suomi,12,11.01.21,10/31/2022,"25 096,00 €",TOPIC-77,Community development,#PUUTTUU
2021-1-FI01-KA152-YOU-000010190,Healthy and Happy,Mobility of young people,KA152-YOU,2021,E10256122,,Vantaan Venäläinen Klubi ry,Non-governmental organisation/association,Vantaa,Helsinki-Uusimaa,9,08.01.21,4/30/2022,"19 618,00 €",TOPIC-161,"Creativity, arts and culture",#PUUTTUU
2021-1-FI01-KA151-YOU-000033972,,Accredited projects for youth mobility,KA151-YOU,2021,E10165038,,"Youth Division, Culture and Leisure sector, City of Helsinki",Local Public body,Helsinki,Helsinki-Uusimaa,15,08.01.21,10/31/2022,"23 540,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA151-YOU-000018800,,Accredited projects for youth mobility,KA151-YOU,2021,E10003617,,Valo-valmennusyhdistys ry,Non-governmental organisation/association,Tampere,Pirkanmaa,15,08.01.21,10/31/2022,"11 875,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA151-YOU-000018401,,Accredited projects for youth mobility,KA151-YOU,2021,E10117383,,Kuudestaan ry,Non-governmental organisation/association,Alavus,Etelä-Pohjanmaa,15,08.01.21,10/31/2022,"32 400,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA151-YOU-000009878,,Accredited projects for youth mobility,KA151-YOU,2021,E10058334,,"Rauhankasvatusinstituutti ry, Institutet för Fredsfostran rf",Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,15,08.01.21,10/31/2022,"87 700,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA151-YOU-000009105,,Accredited projects for youth mobility,KA151-YOU,2021,E10056822,,Nuorten Ystävät ry,Non-governmental organisation/association,Oulu,Pohjois-Pohjanmaa,15,08.01.21,10/31/2022,"34 330,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA151-YOU-000009039,,Accredited projects for youth mobility,KA151-YOU,2021,E10188805,,Pargas stad,Public Local body,Parainen,Varsinais-Suomi,15,08.01.21,10/31/2022,"55 762,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA151-YOU-000007089,,Accredited projects for youth mobility,KA151-YOU,2021,E10060776,,Helsingin nuorten miesten kristillinen yhdistys ry,Non-governmental organisation/association,Helsinki,Helsinki-Uusimaa,15,08.01.21,10/31/2022,"64 450,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000011164,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10165740,,SAVONIA-AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Kuopio,Pohjois-Savo,26,09.01.21,10/31/2023,"258 700,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000010425,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10082601,,LAB AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Lappeenranta,Etelä-Karjala,26,09.01.21,10/31/2023,"316 850,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000010303,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10192028,,CENTRIA AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Kokkola,Keski-Pohjanmaa,26,09.01.21,10/31/2023,"103 715,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000010092,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10135471,,SATAKUNNAN AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Pori,Satakunta,26,09.01.21,10/31/2023,"178 950,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000009639,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10208640,,JYVÄSKYLÄN YLIOPISTO,Higher education institution (tertiary level),Jyväskylä,Keski-Suomi,26,09.01.21,10/31/2023,"252 065,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000009271,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10193398,,METROPOLIA AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Helsinki,Helsinki-Uusimaa,26,09.01.21,10/31/2023,"680 560,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000009260,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10207996,,LAPPEENRANNAN-LAHDEN TEKNILLINEN YLIOPISTO LUT,Higher education institution (tertiary level),Lappeenranta,Etelä-Karjala,26,09.01.21,10/31/2023,"308 315,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000009097,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10174122,,SVENSKA HANDELSHÖGSKOLAN,Higher education institution (tertiary level),Helsinki,Helsinki-Uusimaa,26,09.01.21,10/31/2023,"333 890,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000009079,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10200892,,LAPIN YLIOPISTO,Higher education institution (tertiary level),Rovaniemi,Lappi,26,09.01.21,10/31/2023,"289 700,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000009009,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10166177,,AB YRKESHÖGSKOLAN VID ABO AKADEMI,Higher education institution (tertiary level),Vaasa,Pohjanmaa,26,09.01.21,10/31/2023,"150 850,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000008902,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10190230,,JYVÄSKYLÄN AMMATTIKORKEAKOULU,Higher education institution (tertiary level),Jyväskylä,Keski-Suomi,26,09.01.21,10/31/2023,"420 415,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000008809,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10095845,,TAIDEYLIOPISTO,Higher education institution (tertiary level),Helsinki,Helsinki-Uusimaa,26,09.01.21,10/31/2023,"169 480,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000008745,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10144009,,SUOMEN HUMANISTINEN AMMATTIKORKEAKOULU OY HUMAK,Higher education institution (tertiary level),Helsinki,Helsinki-Uusimaa,26,09.01.21,10/31/2023,"107 690,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000008308,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10055788,,LAPIN AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Rovaniemi,Lappi,26,09.01.21,10/31/2023,"159 450,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000008255,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10138638,,KARELIA AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Joensuu,Pohjois-Karjala,26,09.01.21,10/31/2023,"150 890,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000008136,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10183030,,LAUREA-AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Vantaa,Helsinki-Uusimaa,26,09.01.21,10/31/2023,"319 195,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000007982,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10209158,,TURUN YLIOPISTO,Higher education institution (tertiary level),Turku,Varsinais-Suomi,26,09.01.21,10/31/2023,"729 020,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000007923,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10161276,,OY VAASAN AMMATTIKORKEAKOULU - VASAYRKESHÖGSKOLA AB,Higher education institution (tertiary level),Vaasa,Pohjanmaa,26,09.01.21,10/31/2023,"101 935,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000007652,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10208661,,OULUN YLIOPISTO,Higher education institution (tertiary level),Oulu,Pohjois-Pohjanmaa,26,09.01.21,10/31/2023,"482 420,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000007607,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10101701,,OULUN AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Oulu,Pohjois-Pohjanmaa,26,09.01.21,10/31/2023,"328 960,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000007041,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10181841,,ITÄ-SUOMEN YLIOPISTO,Higher education institution (tertiary level),Kuopio,Pohjois-Savo,26,09.01.21,10/31/2023,"417 145,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000006868,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10012492,,TURUN AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Turku,Varsinais-Suomi,26,09.01.21,10/31/2023,"453 035,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000006834,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10099170,,"Ålands Landskapsregering, Högskolan på Åland",Higher education institution (tertiary level),Maarianhamina,Ahvenanmaa,26,09.01.21,10/31/2023,"11 045,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000005039,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10162341,,DIAKONIA-AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Helsinki,Helsinki-Uusimaa,26,09.01.21,10/31/2023,"139 530,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000005021,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10138816,,HAAGA-HELIA AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Helsinki,Helsinki-Uusimaa,26,09.01.21,10/31/2023,"709 835,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000005010,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10174519,,TAMPEREEN AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Tampere,Pirkanmaa,26,09.01.21,10/31/2023,"404 130,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000005009,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10105289,,KAJAANIN AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Kajaani,Kainuu,26,09.01.21,10/31/2023,"118 700,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000004646,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10209507,,HELSINGIN YLIOPISTO,Higher education institution (tertiary level),Helsinki,Helsinki-Uusimaa,26,09.01.21,10/31/2023,"805 975,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000004523,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10110096,,SEINÄJOEN AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Seinäjoki,Etelä-Pohjanmaa,26,09.01.21,10/31/2023,"198 200,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000004300,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10080719,,YRKESHÖGSKOLAN ARCADA AB,Higher education institution (tertiary level),Helsinki,Helsinki-Uusimaa,26,09.01.21,10/31/2023,"110 535,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000004228,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10202440,,KAAKKOIS-SUOMEN AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Mikkeli,Etelä-Savo,26,09.01.21,10/31/2023,"352 010,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000004199,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10209161,,ÅBO AKADEMI,Higher education institution (tertiary level),Turku,Varsinais-Suomi,26,09.01.21,10/31/2023,"227 040,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000004193,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10178621,,POLIISIAMMATTIKORKEAKOULU,Higher education institution (tertiary level),Tampere,Pirkanmaa,26,09.01.21,10/31/2023,"7 650,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000004147,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10181958,,AALTO KORKEAKOULUSÄÄTIÖ SR,Higher education institution (tertiary level),Espoo,Helsinki-Uusimaa,26,09.01.21,10/31/2023,"840 400,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000003817,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10148224,,TAMPEREEN KORKEAKOULUSÄÄTIÖ SR,Higher education institution (tertiary level),Tampere,Pirkanmaa,26,09.01.21,10/31/2023,"614 725,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000003757,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10108914,,HÄMEEN AMMATTIKORKEAKOULU OY,Higher education institution (tertiary level),Hämeenlinna,Kanta-Häme,26,09.01.21,10/31/2023,"233 695,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA131-HED-000003145,,Mobility of higher education students and staff supported by internal policy funds,KA131-HED,2021,E10208685,,VAASAN YLIOPISTO,Higher education institution (tertiary level),Vaasa,Pohjanmaa,26,09.01.21,10/31/2023,"319 270,00 €",#PUUTTUU,#PUUTTUU,#PUUTTUU
2021-1-FI01-KA122-SCH-000035909,Monikulttuurisen koulun digitaalisten käytänteiden kehittäminen maahanmuuttajataustaisten oppilaiden opiskelun ja arvioinnin tukena,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10003394,,Länsimäen koulu,School/Institute/Educational centre – General education (basic education),Vantaa,Helsinki-Uusimaa,18,09.01.21,2/28/2023,"28 440,00 €",TOPIC-13,Environment and climate change,#PUUTTUU
2021-1-FI01-KA122-SCH-000021133,IFL-Inclusion through foreign languages,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10181168,,Isoniitun koulu,School/Institute/Educational centre – General education (basic education),Nurmijärvi,Helsinki-Uusimaa,18,09.01.21,2/28/2023,"28 845,00 €",TOPIC-35,Teaching and learning of foreign languages,#PUUTTUU
2021-1-FI01-KA122-SCH-000018949,Vihreä polkumme - Our Green Path,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10137032,,Kauttuan koulu,School/Institute/Educational centre – General education (basic education),Eura,Satakunta,18,09.01.21,2/28/2023,"32 115,00 €",TOPIC-13,Environment and climate change,#PUUTTUU
2021-1-FI01-KA122-SCH-000018541,Tulevaisuuden taitojen äärellä,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10128721,,Oulun kaupunki,Local Public body,Oulu,Pohjois-Pohjanmaa,18,09.01.21,2/28/2023,"17 205,00 €",TOPIC-97,New learning and teaching methods and approaches,#PUUTTUU
2021-1-FI01-KA122-SCH-000016089,Hyvää huomista tekemässä,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10199116,,"Ymmerstan koulu, Espoon kaupunki",School/Institute/Educational centre – General education (basic education),Espoo,Helsinki-Uusimaa,18,12/31/2021,6/30/2023,"37 550,00 €",TOPIC-35,Teaching and learning of foreign languages,#PUUTTUU
2021-1-FI01-KA122-SCH-000016038,"Job shadowing as a tool for improving, enriching and developing one's own teaching and vocational competence and for strengthening cooperation and collaboration between countries.",Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10189210,,Vaalan yhtenäiskoulu,School/Institute/Educational centre – General education (basic education),Vaala,Pohjois-Pohjanmaa,18,09.01.21,2/28/2023,"8 745,00 €",TOPIC-172,"Initial and continuous training for teachers, trainers and other education staff",#PUUTTUU
2021-1-FI01-KA122-SCH-000016012,Koulun työntekijät monialaisen osaamisen äärellä - työssäoppiminen ja täydennyskoulutus,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10141020,,"Laanilan koulu, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,18,09.01.21,2/28/2023,"26 375,00 €",TOPIC-61,Green skills,#PUUTTUU
2021-1-FI01-KA122-SCH-000016002,Eurooppalaisuus vahvuudeksi-Vahvuudet eurooppalaisiksi,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10078115,,Kalevan Lukio,School/Institute/Educational centre – General education (secondary level),Tampere,Pirkanmaa,12,12/15/2021,12/14/2022,"17 433,00 €",TOPIC-83,"European identity, citizenship and values",#PUUTTUU
2021-1-FI01-KA122-SCH-000015991,Takaisin tulevaisuuteen - koronan jälkeisen uuden normaalin tarpeet ja niihin vastaaminen,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10189750,,"Maunulan yhteiskoulu ja Helsingin matematiikkalukio, Viipurin Reaalikoulu Oy",School/Institute/Educational centre – General education (secondary level),Helsinki,Helsinki-Uusimaa,13,10.09.21,11.08.22,"27 240,00 €",TOPIC-163,Digital skills and competences,#PUUTTUU
2021-1-FI01-KA122-SCH-000015801,Staff Mobility for Mankola School,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10081108,,Mankolan Yhtenäiskoulu,School/Institute/Educational centre – General education (basic education),Jyväskylä,Keski-Suomi,18,09.01.21,2/28/2023,"10 060,00 €",TOPIC-165,"Inclusion, promoting equality and non-discrimination",#PUUTTUU
2021-1-FI01-KA122-SCH-000015224,Kansainvälistä yhteistyötä ja inspiraatiota etsimässä: uusia opetus- ja ohjausmenetelmiä eurooppalaisilta kumppaneilta,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10077933,,"Pohjankartanon yläaste, Oulun kaupunki",School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,18,09.01.21,2/28/2023,"12 360,00 €",TOPIC-73,Social responsibility of educational institutions,#PUUTTUU
2021-1-FI01-KA122-SCH-000015218,Kompassi uuteen koulukulttuuriin,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10217654,,Kinnarin koulu,School/Institute/Educational centre – General education (basic education),Järvenpää,Helsinki-Uusimaa,18,10.01.21,3/31/2023,"19 332,00 €",TOPIC-13,Environment and climate change,#PUUTTUU
2021-1-FI01-KA122-SCH-000015167,Project management for intercultural exchange projects in Europe,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10087339,,Kesämäen koulu,School/Institute/Educational centre – General education (basic education),Lappeenranta,Etelä-Karjala,12,09.01.21,8/31/2022,"5 520,00 €",TOPIC-72,Cooperation between educational institutions and business,#PUUTTUU
2021-1-FI01-KA122-SCH-000014793,"Not Yet - What I don't know yet, I can learn tomorrow if I consider learning to be possibleThe importance of attitude in learning",Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10125987,,Espoon yhteislyseo,School/Institute/Educational centre – General education (secondary level),Espoo,Helsinki-Uusimaa,18,12.01.21,5/31/2023,"35 730,00 €",TOPIC-131,Key competences development,#PUUTTUU
2021-1-FI01-KA122-SCH-000014764,Kohti kestävämpää ja kulttuurisesti rikkaampaa tulevaisuutta,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10070392,,Putaan koulu,School/Institute/Educational centre – General education (basic education),Tornio,Lappi,18,12.01.21,5/31/2023,"26 126,00 €",TOPIC-13,Environment and climate change,#PUUTTUU
2021-1-FI01-KA122-SCH-000014751,Inkluusio - kohti moninaista yhtenäiskoulua,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10181867,,Järvenpään Yhteiskoulu,School/Institute/Educational centre – General education (basic education),Järvenpää,Helsinki-Uusimaa,12,09.01.21,8/31/2022,"6 880,00 €",TOPIC-139,Reception and integration of refugees and migrants,#PUUTTUU
2021-1-FI01-KA122-SCH-000014750,Sounds of Opera: Dialogues between two towns,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10007513,,Savonlinnan taidelukio,School/Institute/Educational centre – General education (secondary level),Savonlinna,Etelä-Savo,18,12.01.21,5/31/2023,"29 644,00 €",TOPIC-159,Awareness about the European Union,#PUUTTUU
2021-1-FI01-KA122-SCH-000014600,Summer School: Developing a deeper learning curriculum for 21st century European classrooms: Pluriliteracies for Democratic Cultures,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10273516,,Jyskän koulu,School/Institute/Educational centre – General education (basic education),Jyväskylä,Keski-Suomi,10,09.01.21,6/30/2022,"5 850,00 €",TOPIC-35,Teaching and learning of foreign languages,#PUUTTUU
2021-1-FI01-KA122-SCH-000014594,Opi ajattelemalla ja pelaamalla.,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10042256,,Saviniemen koulu,School/Institute/Educational centre – General education (basic education),Myllykoski,Kymenlaakso,16,09.05.21,01.04.23,"5 100,00 €",TOPIC-97,New learning and teaching methods and approaches,#PUUTTUU
2021-1-FI01-KA122-SCH-000014364,Restoratiiviset käytänteet koulussa,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10116745,,Hakkarin koulu,School/Institute/Educational centre – General education (basic education),Lempäälä,Pirkanmaa,18,09.01.21,2/28/2023,"20 400,00 €",TOPIC-160,Democracy and inclusive democratic participation,#PUUTTUU
2021-1-FI01-KA122-SCH-000014184,STEAM goes on - henkilöstön tietotaidon vahvistaminen Rajakylän koulussa,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10127292,,Rajakylän koulu,School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,18,12/31/2021,6/30/2023,"49 596,00 €",TOPIC-73,Social responsibility of educational institutions,#PUUTTUU
2021-1-FI01-KA122-SCH-000014093,Uutta strategiaa musiikin etäopetuksen avulla,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10195417,,Sastamalan kaupunki,School/Institute/Educational centre – General education (basic education),Sastamala,Pirkanmaa,18,12/19/2021,6/18/2023,"12 462,00 €",TOPIC-70,Cultural heritage,#PUUTTUU
2021-1-FI01-KA122-SCH-000013928,Erityisoppilaiden opetuksen kehittäminen uusilla opetusmenetelmillä.,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10110771,,Kirkonkylän koulu,School/Institute/Educational centre – General education (basic education),Laihia,Pohjanmaa,18,12/31/2021,6/30/2023,"3 760,00 €",TOPIC-97,New learning and teaching methods and approaches,#PUUTTUU
2021-1-FI01-KA122-SCH-000013914,Koulutyön innostavuuden lisääminen sekä opettajille että oppilaille.,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10267355,,Paulaharjun koulu,School/Institute/Educational centre – General education (basic education),Oulu,Pohjois-Pohjanmaa,18,09.01.21,2/28/2023,"4 000,00 €",TOPIC-102,"Bridging intercultural, intergenerational and social divide",#PUUTTUU
2021-1-FI01-KA122-SCH-000013629,Uudet raiteet Eurooppaan,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10237952,,Kouvolan Yhteislyseo,School/Institute/Educational centre – General education (secondary level),Kouvola,Kymenlaakso,18,12.01.21,5/31/2023,"15 545,00 €",TOPIC-35,Teaching and learning of foreign languages,#PUUTTUU
2021-1-FI01-KA122-SCH-000013511,Lauttasaaren musiikkiopiston pedagoginen kehittäminen,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10172346,,Lauttasaaren musiikkiopiston kannatusyhdistys ry,other,Helsinki,Helsinki-Uusimaa,18,09.01.21,2/28/2023,"2 510,00 €",TOPIC-97,New learning and teaching methods and approaches,#PUUTTUU
2021-1-FI01-KA122-SCH-000013408,Kestävän kehityksen portaat - kulttuuri-identiteetin tunnistamisesta tulevaisuuden asiantuntijaksi,Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10161059,,"Koulutuskuntayhtymä Tavastia, Kaurialan lukio",School/Institute/Educational centre – General education (secondary level),Hämeenlinna,Kanta-Häme,18,12/31/2021,6/30/2023,"33 034,00 €",TOPIC-61,Green skills,#PUUTTUU
2021-1-FI01-KA122-SCH-000013157,"Suvaitsevaisuus, monikulttuurisuus ja monikielisyys Liedon lukiossa",Short-term projects for mobility of learners and staff in school education,KA122-SCH,2021,E10116555,,Liedon lukio,School/Institute/Educational centre – General education (secondary level),Lieto,Varsinais-Suomi,18,12/31/2021,6/30/2023,"46 931,00 €",TOPIC-102,"Bridging intercultural, intergenerational and social divide",#PUUTTUU
2021-1-FI01-KA122-ADU-000020836,Inclusion Centered Promotion for Adult Migrants (ICPAM),Short-term projects for mobility of leaners and staff in adult education,KA122-ADU,2021,E10050182,,Puntland European Associations Network PEDAN ry,Non-governmental organisation/association,HELSINKI,Helsinki-Uusimaa,18,09.01.21,2/28/2023,"16 006,00 €",TOPIC-72,Cooperation between educational institutions and business,#PUUTTUU
2021-1-FI01-KA122-ADU-000018260,The non-native adults learn,Short-term projects for mobility of leaners and staff in adult education,KA122-ADU,2021,E10108147,,LOIMAA EVANKELINEN KANSAOPISTO,School/Institute/Educational centre - Adult education,Loimaa,Varsinais-Suomi,16,09.01.21,12/31/2022,"20 506,00 €",TOPIC-102,"Bridging intercultural, intergenerational and social divide",#PUUTTUU
